panelid_2,Panel_PSU,Panel_Strata,Nov24_Weight,Nov24_IntDate,Nov24_IntMode,Cur_GOR,cur_urbanruraltot,Cur_Sex,Cur_AgeCat,Cur_HEdQual,Cur_Ethnic6,Cur_disact2,Cur_IntUse3,Cur_PartyID5,Cur_IdentClass,Cur_RelStat5,Cur_Tenure5,Cur_EconAct5,Cur_RClassGp,Cur_SubjInc,Cur_HHIncome4_21,Cur_HHIncomeEquiv4_21,Cur_HHSize5,Cur_HHChild,Cur_HHType,DigAccess,DigSkills01,DigSkills02,DigSkills03,DigSkills04,DigSkills05,DigSkills06,DigSkills07,DigSkills08,DigSkills09,DigSkills10,DigSkills11,DigSkills12,DigSkills13,DigSkills14,TechSocA,TechSocB,HeardFR,BenFR,BenFRWhich01,BenFRWhich02,BenFRWhich03,BenFRWhich04,BenFRWhich05,BenFRWhich06,BenFRWhich07,BenFRWhich08,BenFRWhich09,BenFRWhich_Oth,ConFR,ConFRWhich01,ConFRWhich02,ConFRWhich03,ConFRWhich04,ConFRWhich05,ConFRWhich06,ConFRWhich07,ConFRWhich08,ConFRWhich09,ConFRWhich10,ConFRWhich11,ConFRWhich12,ConFRWhich13,ConFRWhich_Oth,HeardWB,BenWB,BenWBWhich01,BenWBWhich02,BenWBWhich03,BenWBWhich04,BenWBWhich05,BenWBWhich06,BenWBWhich07,BenWBWhich08,BenWBWhich09,BenWBWhich10,BenWBWhich_Oth,ConWB,ConWBWhich01,ConWBWhich02,ConWBWhich03,ConWBWhich04,ConWBWhich05,ConWBWhich06,ConWBWhich07,ConWBWhich08,ConWBWhich09,ConWBWhich10,ConWBWhich11,ConWBWhich12,ConWBWhich13,ConWBWhich14,ConWBWhich_Oth,HeardCancer,BenCancer,BenCancerWhich01,BenCancerWhich02,BenCancerWhich03,BenCancerWhich04,BenCancerWhich05,BenCancerWhich06,BenCancerWhich07,BenCancerWhich08,BenCancerWhich09,BenCancerWhich_Oth,ConCancer,ConCancerWhich01,ConCancerWhich02,ConCancerWhich03,ConCancerWhich04,ConCancerWhich05,ConCancerWhich06,ConCancerWhich07,ConCancerWhich08,ConCancerWhich09,ConCancerWhich10,ConCancerWhich11,ConCancerWhich12,ConCancerWhich_Oth,HeardLoan,BenLoan,BenLoanWhich01,BenLoanWhich02,BenLoanWhich03,BenLoanWhich04,BenLoanWhich05,BenLoanWhich06,BenLoanWhich07,BenLoanWhich08,BenLoanWhich09,BenLoanWhich10,BenLoanWhich_Oth,ConLoan,ConLoanWhich01,ConLoanWhich02,ConLoanWhich03,ConLoanWhich04,ConLoanWhich05,ConLoanWhich06,ConLoanWhich07,ConLoanWhich08,ConLoanWhich09,ConLoanWhich10,ConLoanWhich11,ConLoanWhich12,ConLoanWhich13,ConLoanWhich14,ConLoanWhich_Oth,HeardLLM,ExpLLM_SearchTool_q,ExpLLM_EntFun_q,ExpLLM_Educational_q,ExpLLM_JobApplication_q,ExpLLM_EverydayTasks_q,ExpLLM_Guidance_q,BenLLM,BenLLMWhich1,BenLLMWhich2,BenLLMWhich3,BenLLMWhich4,BenLLMWhich5,BenLLMWhich6,BenLLMWhich7,BenLLMWhich8,BenLLMWhich_Oth,ConLLM,ConLLMWhich01,ConLLMWhich02,ConLLMWhich03,ConLLMWhich04,ConLLMWhich05,ConLLMWhich06,ConLLMWhich07,ConLLMWhich08,ConLLMWhich09,ConLLMWhich10,ConLLMWhich11,ConLLMWhich12,ConLLMWhich_Oth,HeardChatbot,ExpChatbot,BenChatbot,BenChatbotWhich01,BenChatbotWhich02,BenChatbotWhich03,BenChatbotWhich04,BenChatbotWhich05,BenChatbotWhich06,BenChatbotWhich07,BenChatbotWhich08,BenChatbotWhich09,BenChatbotWhich10,BenChatbotWhich_Oth,ConChatbot,ConChatbotWhich01,ConChatbotWhich02,ConChatbotWhich03,ConChatbotWhich04,ConChatbotWhich05,ConChatbotWhich06,ConChatbotWhich07,ConChatbotWhich08,ConChatbotWhich09,ConChatbotWhich10,ConChatbotWhich11,ConChatbotWhich12,ConChatbotWhich13,ConChatbotWhich14,ConChatbotWhich15,ConChatbotWhich_Oth,HeardRoboCare,BenRoboCare,BenRoboCareWhich1,BenRoboCareWhich2,BenRoboCareWhich3,BenRoboCareWhich4,BenRoboCareWhich5,BenRoboCareWhich6,BenRoboCareWhich7,BenRoboCareWhich8,BenRoboCareWhich_Oth,ConRoboCare,ConRoboCareWhich01,ConRoboCareWhich02,ConRoboCareWhich03,ConRoboCareWhich04,ConRoboCareWhich05,ConRoboCareWhich06,ConRoboCareWhich07,ConRoboCareWhich08,ConRoboCareWhich09,ConRoboCareWhich10,ConRoboCareWhich11,ConRoboCareWhich12,ConRoboCareWhich_Oth,HeardCar,BenCar,BenCarWhich01,BenCarWhich02,BenCarWhich03,BenCarWhich04,BenCarWhich05,BenCarWhich06,BenCarWhich07,BenCarWhich08,BenCarWhich09,BenCarWhich10,BenCarWhich_Oth,ConCar,ConCarWhich01,ConCarWhich02,ConCarWhich03,ConCarWhich04,ConCarWhich05,ConCarWhich06,ConCarWhich07,ConCarWhich08,ConCarWhich09,ConCarWhich10,ConCarWhich11,ConCarWhich12,ConCarWhich13,ConCarWhich14,ConCarWhich_Oth,AIReg01,AIReg02,AIReg03,AIReg04,AIReg05,AIReg06,AIReg07,AIReg08,AIReg09,AIReg10,AIReg11,AIReg_Oth,AIComfort01,AIComfort02,AIComfort03,AIComfort04,AIComfort05,AIComfort06,AIComfort07,AIComfort08,AIComfort09,AIComfort10,AIComfort11,AIComfort12,AIComfort13,AIComfort_Oth,AIGov_MonAIRisk_q,AIGov_DevAISafety_q,AIGov_AccessAIInfo_q,AIGov_StopAIProduct_q,AIConcern,AIHarm_ContPromVio_q,AIHarm_FalseInfo_q,AIHarm_FinFrauds_q,AIHarm_DeepfakeImages_q,AIHarmConcern,AIDecide,Nov24SampSplit1,AIDecideComf,AIDecideVal,AT_AgeCat,AT_HEdQual,AT_DigSkill_ManInf,AT_DigSkill_Comm,AT_DigSkill_Buy,AT_DigSkill_ProbSolv,AT_DigSkill_Create,AT_DigSkills,FF_Leftrigh,FF_Redistrb,FF_BigBusnN,FF_Wealth,FF_RichLaw,FF_Indust4,FF_Libauth,FF_TradVals,FF_StifSent,FF_DeathApp,FF_Obey,FF_Wronglaw,FF_Censor,FF_Welfare2,FF_UnempJob,FF_SocHelp,FF_DoleFidl,FF_WelfFeet,FF_Welfhelp,FF_morewelf,FF_damlives,FF_proudwlf,FF_NHSSat,ff_politics
105257,11900979,108,1.476612918,11/4/2024,Web,8,1,1,2,1,1,4,2,5,2,1,1,2,1,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11,4,1,1,1,1,1,1,0,0,0,0,0, ,3,0,0,0,0,1,1,0,0,1,0,0,0,0, ,3,2,1,0,1,0,0,1,0,0,0,0, ,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0, ,2,1,1,0,0,0,0,0,0,0,0, ,3,0,1,0,1,1,0,0,1,0,0,0,0, ,1,3,1,0,0,0,0,1,0,0,0,0, ,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0, ,1,4,3,4,3,4,4,2,1,1,1,0,0,0,0,0, ,1,1,1,1,1,1,1,0,0,0,0,0,0, ,2,3,2,1,0,0,0,1,1,0,0,0,0, ,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0, ,2,2,1,1,0,0,0,0,0,0, ,2,1,1,1,1,1,0,0,1,0,0,0,0, ,1,2,1,1,1,1,1,1,0,0,0,0, ,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0, ,1,0,0,1,0,0,1,0,0,0,0, ,1,1,1,1,1,1,1,1,0,0,0,0,0, ,1,1,1,1,3,4,4,4,2,2,4,2,3,3,2,1,1,1,1,1,1,1,2.8,3,2,2,4,3,3.833333333,3,1,4,1,2,2,2.5,3,5,4,4,3,4,2,3,1,3
104029,11900988,108,0.245489309,10/25/2024,Web,8,1,2,6,1,4,4,1,2,1,1,1,4,1,1,4,4,3,2,5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,9,8,1,1,1,1,1,1,1,0,0,0,0, ,2,0,0,0,0,0,0,1,1,1,0,0,0,0, ,1,2,0,1,0,0,0,1,0,0,0,0, ,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0, ,1,1,1,1,0,1,0,0,0,0,0, ,2,0,0,0,1,0,0,0,1,0,0,0,0, ,1,2,1,0,0,0,1,0,0,0,0,0, ,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0, ,1,1,3,1,1,1,1,2,1,0,0,0,0,0,0,0, ,2,1,0,0,0,0,0,0,1,0,0,0,0, ,1,2,2,1,0,0,0,1,0,0,0,0,0, ,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0, ,1,1,1,1,0,0,0,0,0,0, ,3,1,0,0,0,0,0,0,1,0,0,0,0, ,1,1,1,0,0,0,1,0,0,0,0,0, ,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1.6,1,2,2,1,2,3.166666667,1,1,5,2,5,3,2.75,2,4,2,2,3,1,3,1,1,1
106561,11900995,108,1.112107309,11/3/2024,Web,8,1,1,4,2,1,3,1,1,2,5,2,2,2,4,3,3,5,2,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,5,1,1,1,1,1,1,1,0,0,0,0, ,4,0,0,0,0,0,0,0,1,1,0,0,0,0, ,1,2,1,1,1,1,1,1,0,0,0,0, ,3,0,0,0,1,1,0,0,1,1,1,0,0,0,0, ,2,2,1,1,1,1,0,0,0,0,0, ,3,0,0,0,0,1,1,0,1,0,0,0,0, ,1,2,1,0,1,1,0,1,0,0,0,0, ,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0, ,2,4,4,4,4,4,4,2,1,1,1,0,0,0,0,0, ,3,1,0,0,1,0,1,0,0,0,0,0,0, ,2,3,2,1,0,1,0,1,1,0,0,0,0, ,3,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0, ,2,3,0,0,1,0,0,0,0,0, ,2,1,1,0,1,1,0,1,1,0,0,0,0, ,1,3,0,0,0,0,0,0,0,1,0,0, ,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0, ,1,0,0,1,1,0,0,0,0,0,0, ,1,1,1,1,1,1,1,0,0,0,0,0,0, ,1,1,1,1,2,2,2,1,2,1,2,2,2,5,5,2,1,1,1,1,1,1,2.8,3,2,2,4,3,3.833333333,2,2,3,2,3,1,2.875,3,3,3,3,3,4,2,2,2,3
104243,11901008,108,1.083840173,10/27/2024,Web,8,1,1,5,1,1,3,2,1,1,1,1,2,1,3,4,4,3,2,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,5,6,1,1,1,1,1,0,0,0,0,0,0, ,3,0,0,0,1,1,1,0,0,1,0,0,0,0, ,2,3,1,0,0,1,0,0,0,0,0,0, ,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0, ,2,1,1,1,0,1,0,0,0,0,0, ,3,0,0,0,1,0,0,0,0,0,0,0,0, ,2,3,1,0,1,0,0,1,0,0,0,0, ,3,0,0,1,1,1,0,0,0,1,1,0,0,0,0, ,3,4,4,5,5,5,5,3,0,1,0,0,0,0,0,0, ,3,0,0,0,0,0,0,0,0,0,0,1,0, ,2,3,3,1,0,0,0,0,1,0,0,0,0, ,2,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0, ,1,4,0,0,0,0,0,1,0,0, ,1,1,1,0,1,0,0,0,1,0,0,0,0, ,1,3,0,0,0,0,0,0,0,1,0,0, ,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0, ,1,0,0,0,1,0,1,0,0,0,0, ,1,1,1,1,1,1,1,0,0,0,0,0,0, ,1,1,1,1,1,4,2,2,2,1,4,1,3,4,6,1,1,1,1,2,1,2,2.8,3,3,2,3,3,3.333333333,2,2,5,2,3,2,2.625,2,3,4,3,4,2,3,2,2,2
100652,11901017,108,1.06172687,10/30/2024,Web,8,1,2,5,2,1,4,1,2,2,1,1,2,1,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,4,1,1,1,1,0,0,0,0,0,0,0, ,2,0,0,0,0,1,1,1,1,0,0,0,0,0, ,2,5,0,0,0,0,0,0,0,0,1,0, ,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0, ,1,1,1,0,0,1,0,0,0,0,0, ,2,0,0,0,0,1,1,1,1,0,0,0,0, ,3,5,0,0,0,0,0,0,0,0,1,0, ,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0, ,1,5,5,5,5,5,5,3,0,0,0,0,0,1,0,0, ,1,0,0,1,0,1,1,1,1,0,0,0,0, ,2,3,5,0,0,0,0,0,0,0,0,1,0, ,2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0, ,2,2,1,1,0,0,0,0,0,0, ,2,0,0,0,1,1,1,1,1,0,0,0,0, ,1,1,1,1,1,1,1,1,0,0,0,0, ,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0, ,0,1,0,1,0,1,0,0,0,0,0, ,1,1,1,1,1,1,1,1,0,0,0,0,0, ,1,1,1,1,2,4,2,1,2,1,4,1,3,3,6,2,1,1,1,1,1,1,1.4,1,1,1,1,3,3.166666667,3,2,4,2,3,3,2.25,2,3,4,3,4,2,1,1,3,1
102849,11901027,108,1.12851419,10/31/2024,Web,8,1,1,5,1,1,3,1,3,1,1,1,5,8,3,4,3,3,2,5,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,9,8,1,1,1,0,0,0,0,0,0,0,0, ,4,0,0,0,0,0,0,0,0,1,0,0,0,0, ,2,4,0,0,0,0,0,0,0,1,0,0, ,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0, ,1,2,1,1,0,1,0,0,0,0,0, ,2,1,1,0,0,1,0,0,1,0,0,0,0, ,2,2,1,0,1,0,0,0,0,0,0,0, ,2,0,1,0,1,1,0,0,0,1,1,0,0,0,0, ,2,3,4,4,5,4,4,2,0,1,0,1,0,0,0,0, ,2,1,0,1,1,1,1,1,1,0,0,0,0, ,2,3,3,1,0,0,0,0,1,0,0,0,0, ,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0, ,2,3,0,0,0,1,0,0,0,0, ,1,1,1,0,1,1,0,1,1,0,0,0,0, ,1,1,1,1,1,1,1,0,0,0,0,0, ,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0, ,0,1,0,1,0,1,0,0,0,0,0, ,1,1,1,1,1,1,1,0,0,0,0,0,0, ,1,1,1,1,2,3,1,1,2,2,3,2,4,3,6,1,1,1,1,2,1,2,1.6,1,1,2,1,3,3,4,3,5,2,3,1,1.25,5,5,5,5,4,2,1,1,3,3
101311,11901034,108,1.133469467,10/29/2024,Web,8,1,1,3,1,1,4,1,2,1,1,1,2,1,3,-8,-8,4,1,4,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,3,4,1,2,1,0,0,1,0,0,0,0,0, ,2,0,0,0,1,1,1,1,0,0,0,0,0,0, ,2,2,0,0,1,1,0,0,0,0,0,0, ,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0, ,3,2,1,1,0,1,0,0,0,0,0, ,3,0,1,0,1,0,0,0,1,0,0,0,0, ,2,2,1,1,1,1,0,1,0,0,0,0, ,3,1,1,0,1,1,1,0,1,0,1,0,0,0,0, ,1,4,4,1,4,1,4,2,0,1,0,1,0,0,0,0, ,2,1,0,0,1,1,1,1,1,0,0,0,0, ,2,3,3,0,0,1,1,0,0,0,0,0,0, ,2,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0, ,3,2,1,0,0,1,0,0,0,0, ,2,1,1,0,1,1,0,1,1,0,0,0,0, ,1,2,1,1,1,1,1,1,0,0,0,0, ,2,1,0,0,0,1,1,1,1,1,0,0,0,0,0, ,1,0,0,1,0,1,0,0,0,0,0, ,1,1,1,1,1,1,1,1,0,0,0,0,0, ,1,1,1,1,2,4,4,4,4,1,3,2,3,3,4,1,1,1,1,2,1,2,2.6,3,2,2,3,3,3.166666667,2,2,4,2,2,5,2.75,2,4,4,3,2,2,2,3,1,2
102215,11901050,108,1.136617687,10/25/2024,Web,8,1,1,5,1,1,4,1,2,1,1,1,2,1,3,-9,-9,3,1,4,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,3,4,1,1,1,1,1,1,1,0,0,0,0, ,3,0,0,0,0,0,1,0,0,1,0,0,0,0, ,2,4,0,0,1,1,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0, ,2,1,1,0,1,1,0,0,0,0,0, ,2,0,0,1,0,1,1,0,1,0,0,0,0, ,2,3,1,0,1,1,0,0,0,0,0,0, ,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0, ,1,4,5,4,4,4,4,5,0,0,0,0,0,0,1,0, ,2,1,1,1,1,1,1,0,1,0,0,0,0, ,2,3,2,1,0,1,0,1,1,0,0,0,0, ,2,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0, ,2,1,1,1,1,1,0,0,0,0, ,3,0,0,0,0,0,0,1,1,0,0,0,0, ,1,2,1,0,1,1,1,0,0,0,0,0, ,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0, ,0,0,0,0,1,1,1,0,0,0,0, ,1,1,1,1,1,1,1,1,0,0,0,0,0, ,1,1,1,1,2,3,1,1,3,1,3,2,5,3,5,1,1,1,1,1,1,1,1.6,1,1,1,1,4,1.666666667,5,4,5,5,3,4,1.5,4,4,4,5,5,2,1,1,2,1
103448,11901060,108,0.79347928,10/25/2024,Web,8,1,2,6,5,1,4,3,5,2,4,1,4,1,3,1,1,1,2,1,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,10,5,1,1,1,1,0,1,0,0,0,0,0, ,4,0,0,1,0,0,0,0,0,1,0,0,0,0, ,2,2,1,1,0,1,1,1,0,0,0,0, ,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ,2,2,1,1,1,1,0,0,0,0,0, ,3,0,0,0,0,0,0,0,1,0,0,0,0, ,2,2,1,1,1,1,0,1,0,0,0,0, ,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0, ,2,3,5,3,5,4,3,5,0,0,0,0,0,0,1,0, ,5,0,0,0,0,0,0,0,0,0,0,1,0, ,2,4,2,1,0,0,0,0,1,0,0,0,0, ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,2,3,0,0,0,0,0,0,1,0, ,2,0,1,1,1,0,0,1,1,0,0,0,0, ,1,2,0,0,0,0,1,1,0,0,0,0, ,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0, ,1,0,0,1,0,0,1,0,0,0,0, ,1,1,0,1,1,1,0,1,0,0,0,0,0, ,2,2,1,1,2,3,4,4,3,2,2,2,2,2,7,3,1,1,1,2,1,2,2.8,2,3,3,3,3,4.166666667,2,2,1,2,2,2,3.375,2,2,3,2,3,4,3,2,2,3
103361,11901061,108,1.078598296,11/7/2024,Phone,8,1,1,6,5,1,1,1,2,3,3,1,4,1,1,2,1,3,2,5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,9,6,1,1,1,1,1,1,1,0,0,0,0, ,4,0,0,0,0,0,0,1,0,1,0,0,0,0, ,2,5,0,0,1,0,1,0,0,0,0,0, ,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0, ,2,2,1,0,0,1,0,0,0,0,0, ,2,0,0,0,1,1,1,1,1,0,0,0,0, ,3,2,1,0,1,1,0,1,0,0,0,0, ,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0, ,2,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0, ,5,1,0,1,1,1,1,1,1,0,0,0,0, ,2,3,5,0,0,1,0,0,1,0,0,0,0, ,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0, ,2,5,0,0,0,0,0,0,1,0, ,2,1,0,0,0,1,0,1,1,0,0,0,0, ,1,2,0,0,0,0,0,0,0,1,0,0, ,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0, ,0,0,0,1,1,0,0,0,0,0,0, ,1,1,1,1,1,1,1,1,0,0,0,0,0, ,1,1,1,1,2,2,4,3,3,2,4,1,4,5,7,3,1,1,1,1,1,1,2.4,1,3,3,2,3,2.833333333,3,2,5,2,3,4,2.125,3,4,4,4,4,2,2,2,5,1
105510,11901072,108,1.205532098,11/10/2024,Web,8,1,1,5,3,1,4,1,1,2,1,1,2,3,2,1,1,3,2,5,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,3,4,1,1,1,1,0,0,0,0,0,0,0, ,4,0,0,0,0,1,0,0,0,1,0,0,0,0, ,2,2,1,1,1,0,0,1,0,0,0,0, ,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,2,1,1,0,0,1,0,0,0,0,0, ,3,0,0,0,0,0,0,0,1,0,0,0,0, ,2,3,0,0,0,0,0,0,0,0,1,0, ,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0, ,3,5,4,5,5,5,5,3,0,0,0,0,0,0,1,0, ,2,1,0,0,0,1,0,0,0,0,0,0,0, ,2,3,3,0,0,0,0,0,0,0,1,0,0, ,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0, ,2,2,0,1,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,1,0, ,1,3,0,0,0,0,0,0,0,0,1,0, ,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,1,1,1,1,0,0,1,1,0,0,0,0,0, ,1,1,1,1,1,4,2,2,2,1,5,1,2,5,5,2,1,1,1,1,1,1,3.2,3,4,3,3,3,3.666666667,2,2,3,2,3,2,3.25,2,3,3,2,3,4,3,2,2,3
102038,11901074,108,1.172700046,10/29/2024,Web,8,1,1,3,2,2,1,1,4,3,5,4,5,1,4,2,2,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,6,1,3,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,1,0,0,1,0,0,0,"Criminals using technologies to hack facial recognition, replaces faces in videos, use it for wrong purpoces, confuse police by using the same AI. Use AI to search and kill people.",2,2,1,0,1,1,0,0,0,0,0,0, ,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,"I fear that if AI will be used as the first line filter for eligibility, AI might miss certain people and I would want to know that there are safeguards for that.",1,1,1,1,1,1,0,0,0,0,0, ,3,0,0,0,0,1,1,1,1,0,0,0,0, ,2,1,0,1,1,0,0,0,0,0,0,0, ,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0, ,1,2,1,1,4,4,3,1,1,1,1,0,1,0,0,0,Brainstorming,3,0,0,1,1,0,1,1,0,0,0,0,0, ,1,2,1,1,1,1,0,0,1,1,0,0,0,It's not judgemental and therefore better for using to discuss subjects that are considered tabboo or shamed in certain societies,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0, ,1,1,0,1,1,0,1,0,0,0,"Provide help where there's not enough of human recources. That is not replacing HR, that is filling a gap in HR.",2,0,0,0,0,0,1,0,1,1,0,0,0,Can be hacked and hurt people or gather their personal information unknowing to the patinet. Can get hacked and controled remotely. Can break down or malfunction and cause hurt.,1,1,0,1,1,1,1,0,1,0,0,0,"I think in the future once the technologies will become better human drivers will be considered a crazy idea, because car accidents will be very rare and especially if cars will be controlled as a hive, where every devide will be mapped out in a uniform map, collisions or anything like that will be unthinkable.",3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,I think it will be not any more dangerous than riding with a careless driver and the danger will be temporary.,0,0,1,0,1,0,0,1,0,0,0,"Everyone really, but I think AI should be regulated very strictly and people misusing AI in any way or even leaving a gap for potential AI misuse should be fined and jailed very harshly to prevent any possibility for malicious organisations to be able to misuse AI. I think AI should be treated in similar way like radioactive waste, with that level of security.",0,0,0,0,0,1,1,0,1,0,0,0,0,"Very clear indications if AI is used anywhere in a process, like eg in your illness diagnosis, in a banking decision, in writing an email or a text, etc.",1,1,1,1,2,3,4,1,4,1,2,2,1,4,3,2,1,1,1,1,1,1,2.2,3,2,2,2,2,2.333333333,4,3,5,3,4,3,2.875,1,4,4,2,4,3,2,3,2,2
104068,11901086,108,0.108664253,11/10/2024,Phone,8,1,2,6,3,1,1,3,1,2,3,2,4,4,1,1,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1,1,1,1,0,0,0,0,0,0,0, ,3,0,0,0,0,0,1,1,0,1,0,0,0,0, ,1,3,1,1,1,0,0,0,0,0,0,0, ,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,Human to oversee decisions,1,1,1,1,0,0,0,1,0,0,0,Only if all hospitals have access to it,1,1,1,1,1,1,1,1,1,0,0,0,0, ,1,1,0,0,1,0,0,1,0,0,0,0, ,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0, ,2,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0, ,5,0,0,0,0,0,0,0,0,0,0,1,0, ,1,3,3,0,0,1,0,1,0,0,0,0,0, ,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0, ,2,5,0,0,1,0,0,0,0,0, ,2,1,1,1,1,1,0,0,1,0,0,0,0, ,1,4,0,0,0,1,0,0,0,0,0,0, ,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,Man made so men make mistakes,1,0,1,0,0,0,1,0,0,0,0, ,0,1,1,0,0,0,1,1,0,0,0,0,0, ,1,4,1,1,1,3,3,3,3,1,4,1,5,4,7,2,2,2,2,2,2,2,-5,-9,-9,-9,-9,-9,-5,-9,-9,-9,-9,-9,-9,-5,-9,-9,-9,-9,-9,-9,-9,-9,5,3
105513,11901088,108,0.186860889,10/25/2024,Web,8,1,2,4,1,5,4,2,5,2,1,1,2,1,2,4,4,4,1,2,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,6,1,1,1,0,1,1,0,0,0,0,0, ,2,0,0,0,1,1,1,1,1,1,0,0,0,0, ,1,2,1,0,1,1,0,0,0,0,0,0, ,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0, ,2,2,0,0,1,1,0,0,0,0,0, ,3,0,0,0,0,1,1,1,1,0,0,0,0, ,2,2,1,0,1,1,0,1,0,0,0,0, ,3,0,1,0,0,1,1,1,1,1,1,0,0,0,0, ,1,4,4,5,4,4,5,2,0,1,0,0,0,0,0,0, ,2,1,1,0,1,1,1,1,1,0,0,0,0, ,1,3,2,1,0,0,1,0,1,0,0,0,0, ,2,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0, ,2,2,1,0,0,0,0,0,0,0, ,2,1,1,1,1,1,1,1,1,0,0,0,0, ,1,2,0,1,0,0,1,0,0,0,0,0, ,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0, ,1,0,0,0,0,1,1,0,0,0,0, ,1,1,1,1,1,1,1,1,0,0,0,0,0, ,1,1,1,1,1,3,3,3,3,1,4,2,3,3,5,1,1,1,1,2,1,2,3.4,4,3,4,2,4,3.166666667,2,3,4,2,4,2,3,3,4,4,2,4,4,4,3,1,2
